gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.19,232.1,0
Female,1,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),0.55,4590.35,0
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.58,978.0,0
Female,0,Yes,No,38,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,0.46,3147.5,1
Female,0,No,Yes,39,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.29,1655.35,0
Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.49,74.35,1
Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.44,229.5,1
Female,0,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,0.02,2348.45,0
Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),0.76,5730.7,0
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.2,19.65,0
Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.85,69.85,1
Female,1,No,No,17,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.87,118.25,0
Female,1,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.13,3640.45,1
Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.7,788.8,1
Female,0,Yes,No,10,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),0.4,2215.45,0
Male,1,Yes,No,42,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.51,6306.5,0
Male,0,No,No,45,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),0.59,2431.95,0
Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),0.06,5461.45,0
Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.73,8309.55,0
Female,0,Yes,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.76,5924.4,0
Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.94,6689.0,0
Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.1,1787.35,0
Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.74,3382.3,0
Male,1,Yes,No,32,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.49,25.05,1
Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.2,6300.15,0
Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.4,6010.05,1
Female,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.05,1614.7,0
Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0.11,76.35,1
Female,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.43,3532.0,0
Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.03,2848.45,0
Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.57,69.8,1
Male,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.2,704.3,0
Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.17,6127.6,1
Female,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.74,2287.25,1
Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),0.68,4442.75,0
Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.19,198.1,0
Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.21,74.6,1
Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.9,2989.6,0
Male,0,Yes,No,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,0.38,3766.2,0
Male,0,No,No,16,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.81,35.55,1
Female,0,Yes,Yes,8,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,0.51,40.1,1
Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.39,1583.5,0
Female,0,No,Yes,48,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.79,79.6,1
Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.83,1687.95,1
Male,0,Yes,No,34,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.74,1097.15,0
Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.89,5215.1,0
Female,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,0.95,5817.45,0
Female,1,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.08,4113.7,0
Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),0.61,3479.05,0
Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.13,20.2,0
Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.4,5812.6,1
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.63,404.2,1
Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,0.79,5276.1,0
Male,1,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.23,2088.45,0
Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.3,999.8,0
Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.89,1273.3,0
Female,0,Yes,No,25,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.07,323.45,0
Female,0,Yes,Yes,18,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.77,4042.2,0
Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.47,999.9,0
Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),0.95,5976.9,0
Male,1,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.79,231.8,1
Female,0,No,No,42,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,0.54,25.85,0
Male,0,Yes,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,0.24,1611.15,0
Male,0,No,Yes,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.13,25.3,1
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.81,53.15,0
Male,1,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.97,1857.75,0
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.95,84.4,0
Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.04,74.3,1
Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,0.36,832.05,1
Female,0,No,No,45,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.62,523.1,0
Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.03,926.25,1
Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.75,854.8,0
Male,1,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,0.11,2398.4,0
Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.81,1068.85,1
Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1.0,19.45,0
Female,1,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),0.61,5779.6,0
Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.36,225.75,0
Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.25,7965.95,0
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.61,6292.7,0
Female,1,Yes,No,17,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),0.14,2342.2,1
Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.13,251.75,1
Male,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0.59,1454.15,1
Female,1,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0.03,131.05,1
Female,1,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.54,2911.3,1
Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),0.74,7578.05,0
Male,0,Yes,Yes,16,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),0.08,2032.3,0
Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,0.49,1358.6,0
Male,0,No,No,3,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,0.53,1309.0,0
Female,0,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.35,5526.75,0
Male,0,No,No,20,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.08,2854.95,0
Male,0,Yes,No,42,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),0.58,2188.45,0
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.62,116.85,0
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.09,908.15,0
Female,0,Yes,Yes,36,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,0.33,1208.15,0
Male,0,Yes,Yes,38,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0.46,1834.15,0
Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.56,1776.0,0
Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,0.13,5637.85,0
Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.14,8041.65,0
Female,0,Yes,Yes,10,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.68,5437.75,0
Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.63,1301.0,1
Female,1,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.68,6668.35,0
Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.75,4045.65,1
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.8,122.9,0
Female,0,No,No,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.22,6697.2,0
Female,0,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,0.87,1886.4,0
Female,0,No,No,41,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0.22,765.45,0
Female,0,Yes,No,9,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.31,6058.95,0
Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.68,246.7,0
Female,1,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.73,4385.05,0
Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.93,973.45,1
Male,0,No,No,6,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),0.75,4447.55,0
Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.05,1463.45,0
Male,1,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.48,1563.9,0
Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),0.33,5681.1,0
Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.41,2570.2,0
Male,0,No,No,12,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.61,35.25,1
Male,1,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.56,1146.65,1
Male,0,No,No,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.49,5903.15,0
Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.35,1377.7,0
Male,0,Yes,No,39,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),0.99,1930.9,0
Male,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.01,7299.65,1
Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.57,4872.45,1
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.93,129.15,0
Female,0,No,Yes,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,0.28,54.5,0
Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),0.66,1992.2,0
Male,0,No,No,21,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.87,49.75,0
Female,1,Yes,Yes,11,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,0.7,4154.55,0
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.69,1021.75,0
Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.33,4904.25,0
Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.41,1212.25,0
Female,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.11,4326.8,0
Male,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.11,746.75,0
Male,1,No,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.3,260.9,1
Female,0,No,Yes,10,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,0.19,937.5,1
Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.62,406.05,0
Female,1,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.22,4860.35,0
Male,1,Yes,Yes,15,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),0.09,5154.6,1
Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.54,1375.4,0
Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.87,606.25,1
Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0.13,33.7,0
Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.92,453.75,1
Female,0,Yes,Yes,21,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.69,1815.0,0
Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.39,791.15,0
Male,0,Yes,Yes,49,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),0.57,2375.2,0
Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,0.32,3208.65,0
Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.85,242.4,0
Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.73,124.4,0
Male,0,No,No,11,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0.45,2181.55,0
Male,0,No,Yes,42,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,0.04,3283.05,0
Female,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.29,1270.25,0
Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.65,1336.35,0
Female,0,No,No,17,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,0.5,1287.85,0
Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.88,324.3,1
Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.83,284.35,0
Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.67,7853.7,0
Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.04,563.05,0
Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,0.85,4557.5,0
Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.41,5364.8,0
Male,0,Yes,Yes,34,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.49,4478.85,0
Female,0,Yes,Yes,19,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0.77,5824.75,0
Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.09,3645.6,0
Female,1,No,No,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.85,6293.45,0
Female,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),0.01,5598.3,0
Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,0.06,5918.8,1
Female,0,Yes,Yes,24,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.08,125.5,0
Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.74,1242.2,0
Female,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0.76,394.85,0
Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.62,1135.7,1
Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.48,269.65,0
Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,0.08,247.25,1
Female,0,No,No,39,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),0.46,2627.35,0
Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,0.69,4447.75,0
Female,0,Yes,Yes,17,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,0.53,1978.65,0
Female,0,No,No,43,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.68,1049.05,0
Male,0,Yes,Yes,8,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.95,3845.45,0
Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.17,5450.7,0
Male,1,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),0.97,5329.0,0
Female,0,No,Yes,39,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.53,321.05,0
Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.62,62.9,0
Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.39,6741.15,0
Female,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0.51,4759.85,1
Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.22,1672.1,0
Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),0.12,190.05,1
Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,0.96,4669.2,0
Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.42,7567.2,0
Male,0,No,No,46,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.66,1734.2,0
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.37,620.75,0
Female,1,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.73,446.05,1
Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),0.6,2462.55,0
Male,0,No,No,25,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),0.59,445.95,0
Female,0,No,No,40,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.42,49.95,1
Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),0.63,1507.0,0
Female,0,Yes,No,24,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,0.31,1221.55,0
Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),0.74,7589.8,0
